time;open;high;low;close;Volume;Volume MA
2021-01-22T05:20:00Z;29361.04;29850;29343.91;29822.5;5.140783;7.3826922499998515
2021-01-22T05:25:00Z;29795.15;30496.42;29651.68;30484.34;27.469455;8.587145049999851
2021-01-22T05:30:00Z;30484.34;31038.84;30428.3;30965.22;34.275825;9.970270399999851
2021-01-22T05:35:00Z;31001.86;31402;30876.23;30962.12;26.289517;10.571043299999852
2021-01-22T05:40:00Z;30946.71;31021.56;30710.16;30904.95;6.54639;10.520768149999851
2021-01-22T05:45:00Z;30871.38;31017.91;30800;30867.44;6.646194;9.970774499999852
2021-01-22T05:50:00Z;30840.91;30985.84;30712.79;30831.66;4.243685;9.611772999999854
2021-01-22T05:55:00Z;30798.08;30927.89;30625.52;30783.99;5.010488;9.370251349999853
2021-01-22T06:00:00Z;30800.84;30876.23;30676.88;30708.9;3.754131;9.150947299999853
2021-01-22T06:05:00Z;30711.76;30805.97;30363.24;30422.75;4.55647;8.902481599999854
2021-01-22T06:10:00Z;30452.23;30497.21;30376.85;30400;1.716591;8.549485399999854
2021-01-22T06:15:00Z;30406.3;30587.55;30406.3;30520.36;6.895903;8.555706649999854
2021-01-22T06:20:00Z;30537.74;30682.59;30506.41;30628.41;1.942956;8.564604649999854
2021-01-22T06:25:00Z;30656.85;30760;30585.63;30728.39;3.462601;8.428936249999854
2021-01-22T06:30:00Z;30724.53;30738.47;30416.4;30437.59;4.24302;8.437676099999855
2021-01-22T06:35:00Z;30438.22;30691.57;30330.01;30545.81;6.43028;8.548193999999857
2021-01-22T06:40:00Z;30554.1;30758.08;30554.1;30632.01;3.913346;8.416040849999856
2021-01-22T06:45:00Z;30566.27;30632.01;30369.11;30387.02;2.700416;8.217244299999855
2021-01-22T06:50:00Z;30441.51;30734.06;30411.29;30431.61;3.245713;8.175489049999856
2021-01-22T06:55:00Z;30430.2;30686.81;30330.01;30525.25;5.452396;8.196807999999855
2021-01-22T07:00:00Z;30555.56;30847.53;30546.54;30812.71;7.413124;8.310425049999855
2021-01-22T07:05:00Z;30812.71;30812.71;30600;30718.11;4.749815;7.174443049999856
2021-01-22T07:10:00Z;30718;30836.24;30626.22;30729.52;2.703616;5.595832599999856
2021-01-22T07:15:00Z;30781.33;30827.06;30549.63;30578.47;3.158039;4.439258699999856
2021-01-22T07:20:00Z;30555.11;30587.37;30358.71;30371.92;3.907283;4.307303349999856
2021-01-22T07:25:00Z;30360.1;30405.02;29926.68;30004.03;10.501454;4.500066349999856
2021-01-22T07:30:00Z;29967.15;30270.7;29909.21;29910.42;8.343772;4.705070699999856
2021-01-22T07:35:00Z;29909.21;30076.96;29677.97;29774.87;11.265735;5.017833049999856
2021-01-22T07:40:00Z;29824.83;30013.21;29571.23;29788.85;14.127938;5.536523399999856
2021-01-22T07:45:00Z;29798.09;29969.37;29611.14;29791.37;11.726264;5.895013099999856
2021-01-22T07:50:00Z;29782.33;29877.55;29549.04;29619.22;6.386966;6.128531849999857
2021-01-22T07:55:00Z;29620.56;29990.82;29562.68;29990.82;7.365617;6.152017549999856
2021-01-22T08:00:00Z;29965.77;30125;29825.81;29843.49;6.124336;6.361086549999857
2021-01-22T08:05:00Z;29848.63;29980.48;29460.01;29538.74;7.695882;6.572750599999857
2021-01-22T08:10:00Z;29528.88;29891.81;29516.36;29856.27;3.314162;6.526307699999857
2021-01-22T08:15:00Z;29886.89;29987.25;29796.32;29844.1;2.505398;6.330063599999858
2021-01-22T08:20:00Z;29840;29844.56;29567.52;29753.51;6.705243;6.469658449999858
2021-01-22T08:25:00Z;29756;29849.95;29586.47;29778.51;6.914506;6.680362949999858
2021-01-22T08:30:00Z;29771.79;30032.49;29687.51;29970.52;3.359823;6.686068449999858
2021-01-22T08:35:00Z;29992.05;30040.02;29925.76;29997.95;2.802293;6.553563299999858
2021-01-22T08:40:00Z;29955.5;30021.02;29890.03;30012.54;3.517599;6.358787049999859
2021-01-22T08:45:00Z;29983.02;30064.11;29660.53;29753.77;4.047102;6.323651399999859
2021-01-22T08:50:00Z;29740.41;30319.73;29721.09;30265.01;8.771069;6.627024049999859
2021-01-22T08:55:00Z;30221.72;30708.06;30203.33;30614.8;13.760662;7.157155199999859
2021-01-22T09:00:00Z;30625.03;30696;30416;30437.11;7.321206;7.327851349999858
2021-01-22T09:05:00Z;30430.69;30559.97;30331.22;30410.61;13.242991;7.464928199999858
2021-01-22T09:10:00Z;30398.67;30625.55;30262.64;30419.18;8.488737;7.472176449999859
2021-01-22T09:15:00Z;30413.47;30425.15;30137.75;30159.75;6.015952;7.2096872999998585
2021-01-22T09:20:00Z;30159.75;30377.02;30129.62;30331.53;3.299798;6.668280299999859
2021-01-22T09:25:00Z;30331.53;30593.74;30288.74;30538.08;4.099592;6.2869466999998584
2021-01-22T09:30:00Z;30542.47;30774.94;30417.54;30717.94;5.838195;6.259508149999858
