;token_dai_balance;token_dai_weight;token_dai_denorm_weight;token_weth_balance;token_weth_weight;token_weth_denorm_weight;generated_fees;pool_shares;token_dai_price;token_weth_price;token_weth_spot_price;action_type;change_datetime;simulation;subset;run;substep;timestep
0;10000000.0;20;10;67738.6361731024;80;40;0.0;100.0;1.004832;596.75;0.002257954539103413200091633333;pool_creation;2020-12-07 13:34:14;0;0;1;0;0
1;10000000.0;20;10;67738.6361731024;80;40;0.0;100.0;1.004683;596.735;0.002257954539103413200091633333;external_price_update;2020-12-07T13:35:00+00:00;0;0;1;1;1
2;10000000.0;20;10;67738.6361731024;80;40;0.0;100.0;1.004683;596.735;0.002257954539103413200091633333;external_price_update;2020-12-07T13:35:00+00:00;0;0;1;2;1
3;10000000.0;20;10;67738.6361731024;80;40;0.0;100.0;1.0046455;596.37;0.002257954539103413200091633333;external_price_update;2020-12-07T13:40:00+00:00;0;0;1;1;2
4;10000000.0;20;10;67738.6361731024;80;40;0.0;100.0;1.0046455;596.37;0.002257954539103413200091633333;external_price_update;2020-12-07T13:40:00+00:00;0;0;1;2;2
5;10011861.32830836;20;10;67722.57629249281;80;40;0.0;100.0;1.0046455;596.37;0.002257954539103413200091633333;swap;2020-12-07T13:40:06+00:00;0;0;1;1;3
6;10011861.32830836;20;10;67722.57629249281;80;40;0.0;100.0;1.0046455;596.37;0.002257954539103413200091633333;swap;2020-12-07T13:40:06+00:00;0;0;1;2;3
7;10011861.32830836;20;10;67722.57629249281;80;40;0.0;100.0;1.0047285;596.3;0.002257954539103413200091633333;external_price_update;2020-12-07T13:45:00+00:00;0;0;1;1;4
8;10011861.32830836;20;10;67722.57629249281;80;40;0.0;100.0;1.0047285;596.3;0.002257954539103413200091633333;external_price_update;2020-12-07T13:45:00+00:00;0;0;1;2;4
9;10027286.519776866;20;10;67701.7244311705;80;40;0.0;100.0;1.0047285;596.3;0.002257954539103413200091633333;swap;2020-12-07T13:45:28+00:00;0;0;1;1;5
10;10027286.519776866;20;10;67701.7244311705;80;40;0.0;100.0;1.0047285;596.3;0.002257954539103413200091633333;swap;2020-12-07T13:45:28+00:00;0;0;1;2;5
11;10030286.519776866;20;10;67697.67398750412;80;40;0.0;100.0;1.0047285;596.3;0.002257954539103413200091633333;swap;2020-12-07T13:47:36+00:00;0;0;1;1;6
12;10030286.519776866;20;10;67697.67398750412;80;40;0.0;100.0;1.0047285;596.3;0.002257954539103413200091633333;swap;2020-12-07T13:47:36+00:00;0;0;1;2;6
13;10030286.519776866;20;10;67697.67398750412;80;40;0.0;100.0;1.004609;596.26;0.002257954539103413200091633333;external_price_update;2020-12-07T13:50:00+00:00;0;0;1;1;7
14;10030286.519776866;20;10;67697.67398750412;80;40;0.0;100.0;1.004609;596.26;0.002257954539103413200091633333;external_price_update;2020-12-07T13:50:00+00:00;0;0;1;2;7
15;10030286.519776866;20;10;67697.67398750412;80;40;0.0;100.0;1.0047755;595.775;0.002257954539103413200091633333;external_price_update;2020-12-07T13:55:00+00:00;0;0;1;1;8
16;10030286.519776866;20;10;67697.67398750412;80;40;0.0;100.0;1.0047755;595.775;0.002257954539103413200091633333;external_price_update;2020-12-07T13:55:00+00:00;0;0;1;2;8
17;10030286.519776866;20;10;67697.67398750412;80;40;0.0;100.0;1.0047305;594.9749999999999;0.002257954539103413200091633333;external_price_update;2020-12-07T14:00:00+00:00;0;0;1;1;9
18;10030286.519776866;20;10;67697.67398750412;80;40;0.0;100.0;1.0047305;594.9749999999999;0.002257954539103413200091633333;external_price_update;2020-12-07T14:00:00+00:00;0;0;1;2;9
19;10030269.569241133;20;10;67697.7097390082;80;40;0.0;100.0;1.0047305;594.9749999999999;0.002257954539103413200091633333;swap;2020-12-07T14:02:44+00:00;0;0;1;1;10
20;10030269.569241133;20;10;67697.7097390082;80;40;0.0;100.0;1.0047305;594.9749999999999;0.002257954539103413200091633333;swap;2020-12-07T14:02:44+00:00;0;0;1;2;10
21;10030269.569241133;20;10;67697.7097390082;80;40;0.0;100.0;1.004723;594.38;0.002257954539103413200091633333;external_price_update;2020-12-07T14:05:00+00:00;0;0;1;1;11
22;10030269.569241133;20;10;67697.7097390082;80;40;0.0;100.0;1.004723;594.38;0.002257954539103413200091633333;external_price_update;2020-12-07T14:05:00+00:00;0;0;1;2;11
23;10030269.569241133;20;10;67697.7097390082;80;40;0.0;100.0;1.004738499999999;593.78;0.002257954539103413200091633333;external_price_update;2020-12-07T14:10:00+00:00;0;0;1;1;12
